11:53:21.236 | Info | '/api/user/login' | 
11:53:35.390 | Info | '/transaction/getBillHistory' | 
11:54:23.189 | Info | '/transaction/getAnalytics' | 
11:54:27.791 | Info | '/transaction/getBillHistory' | 
11:54:29.730 | Info | '/transaction/getAnalytics' | 
11:54:44.032 | Info | '/transaction/getMyDetails' | 
11:54:46.021 | Info | '/transaction/getBillHistory' | 
12:07:22.705 | Info | '/api/user/login' | 
12:07:30.929 | Info | '/transaction/getCustomerType' | 
12:09:25.851 | Info | '/transaction/getCustomerType' | 
12:09:45.826 | Info | '/transaction/getCustomersDetails' | 
12:09:51.950 | Info | '/transaction/getCustomersDetails' | 
12:10:11.000 | Info | '/transaction/getCustomerType' | 
12:10:15.708 | Info | '/transaction/getCustomersDetails' | 
12:10:21.511 | Info | '/transaction/getDeviceType' | 
12:10:29.876 | Info | '/transaction/getCustomerType' | 
12:10:36.459 | Info | '/transaction/getCustomersDetails' | 
12:10:45.963 | Info | '/transaction/getCustomerType' | 
12:11:38.119 | Info | '/transaction/createCustomerType' | 
12:11:38.329 | Info | '/transaction/getCustomerType' | 
12:12:41.508 | Info | '/transaction/getCustomerType' | 
12:12:48.619 | Info | '/transaction/getDeviceType' | 
12:12:53.402 | Info | '/transaction/getRolesType' | 
12:13:21.531 | Info | '/transaction/getAnalytics' | 
12:13:48.047 | Info | '/transaction/getMeterInfo' | 
12:13:49.637 | Info | '/transaction/getMyDetails' | 
12:13:51.528 | Info | '/transaction/getNetworkInfo' | 
12:13:58.435 | Info | '/transaction/getBillHistory' | 
12:14:32.308 | Info | '/transaction/getBillHistory' | 
12:14:59.281 | Info | '/transaction/getMeterInfo' | 
12:15:09.740 | Info | '/transaction/getCustomerType' | 
12:34:41.101 | Info | '/transaction/createComplaintsType' | 
12:40:41.992 | Info | '/transaction/createComplaintsType' | 
12:46:38.333 | Info | '/transaction/getComplaintsType' | 
13:17:07.478 | Info | '/transaction/createComplaintsType' | 
13:18:17.583 | Info | '/transaction/getAnalytics' | 
