00:53:14.967 | Info | '/transaction/getCustomerType' | 
01:29:23.573 | Info | '/transaction/createCustomerType' | 
01:29:23.665 | Info | ({}) | 
01:29:55.768 | Info | ({}) | 
01:29:55.764 | Info | '/transaction/createCustomerType' | 
01:31:48.846 | Info | '/transaction/getCustomerType' | 
01:31:54.987 | Info | '/transaction/getCustomerType' | 
01:32:28.022 | Info | '/transaction/createCustomerType' | 
01:32:28.025 | Info | ({}) | 
01:33:58.768 | Info | '/transaction/createCustomerType' | 
01:33:58.772 | Info | ({}) | 
01:42:40.321 | Info | '/transaction/createCustomerType' | 
01:42:40.427 | Info | ({}) | 
01:45:06.861 | Info | '/transaction/createCustomerType' | 
01:45:06.865 | Info | ({}) | 
01:45:53.164 | Info | '/transaction/createNetworkType' | 
01:45:53.203 | Info | ({'message':'Duplicate entry \'0\' for key \'PRIMARY\'','code':'ER_DUP_ENTRY','errno':1062,'sqlState':'23000','sqlMessage':'Duplicate entry \'0\' for key \'PRIMARY\''}) | 
01:47:03.437 | Info | '/transaction/createNetworkType' | 
01:47:27.583 | Info | '/transaction/getNetworkType' | 
01:49:02.959 | Info | '/transaction/createNetworkType' | 
01:49:02.964 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
01:49:12.367 | Info | '/transaction/createNetworkType' | 
01:49:12.371 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
01:49:34.884 | Info | '/transaction/createCustomerType' | 
01:49:34.887 | Info | ({}) | 
01:49:43.317 | Info | '/transaction/createCustomerType' | 
01:49:43.320 | Info | ({}) | 
01:51:06.989 | Info | '/transaction/createCustomerType' | 
01:51:06.992 | Info | ({}) | 
01:51:15.361 | Info | '/transaction/createCustomerType' | 
01:51:15.363 | Info | ({}) | 
03:44:51.362 | Info | '/transaction/createCustomerType' | 
03:44:51.672 | Info | ({}) | 
03:45:24.868 | Info | '/transaction/createCustomerType' | 
03:45:24.872 | Info | ({}) | 
06:30:17.651 | Info | '/transaction/createCustomerType' | 
06:30:18.048 | Info | ({'message':'Column \'entity_Id\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'entity_Id\' cannot be null'}) | 
06:32:30.685 | Info | '/transaction/createCustomerType' | 
06:32:53.746 | Info | '/transaction/getCustomerType' | 
06:33:09.552 | Info | '/transaction/getCustomerType' | 
06:33:18.353 | Info | '/transaction/getCustomerType' | 
06:33:44.810 | Info | '/transaction/createCustomerType' | 
06:33:44.939 | Info | '/transaction/getCustomerType' | 
06:34:02.205 | Info | '/transaction/getCustomerType' | 
06:53:33.871 | Info | '/api/user/login' | 
06:53:36.375 | Info | '/transaction/getNetworkType' | 
07:15:41.284 | Info | '/transaction/getDeviceType' | 
07:15:43.268 | Info | '/transaction/getNetworkType' | 
07:15:46.392 | Info | '/transaction/getNetworkType' | 
07:15:54.573 | Info | '/transaction/getCustomerType' | 
07:16:01.102 | Info | '/transaction/getNetworkType' | 
07:18:42.620 | Info | '/transaction/getNetworkType' | 
07:18:45.222 | Info | '/transaction/getNetworkType' | 
07:18:58.625 | Info | '/transaction/getCustomerType' | 
07:19:00.626 | Info | '/transaction/getNetworkType' | 
07:20:57.335 | Info | '/transaction/getCustomerType' | 
07:20:59.992 | Info | '/transaction/getCustomerType' | 
07:21:02.027 | Info | '/transaction/getNetworkType' | 
07:56:11.697 | Info | '/transaction/getNetworkType' | 
07:57:18.087 | Info | '/transaction/getNetworkType' | 
07:57:20.223 | Info | '/transaction/getCustomerType' | 
07:57:22.407 | Info | '/transaction/getNetworkType' | 
07:58:26.339 | Info | '/transaction/getNetworkType' | 
08:45:14.438 | Info | '/transaction/getDeviceType' | 
08:45:17.707 | Info | '/transaction/getNetworkType' | 
08:45:21.625 | Info | '/transaction/getDeviceType' | 
08:45:23.668 | Info | '/transaction/getNetworkType' | 
08:48:30.324 | Info | '/transaction/getCustomerType' | 
08:48:32.227 | Info | '/transaction/getNetworkType' | 
08:48:35.137 | Info | '/transaction/getNetworkType' | 
08:50:24.723 | Info | '/transaction/getDeviceType' | 
08:50:35.652 | Info | '/transaction/getNetworkType' | 
09:05:24.100 | Info | '/transaction/getCustomerType' | 
09:05:25.916 | Info | '/transaction/getNetworkType' | 
09:05:28.608 | Info | '/transaction/getNetworkType' | 
09:06:28.970 | Info | '/transaction/getNetworkType' | 
09:06:33.184 | Info | '/transaction/getCustomerType' | 
09:06:34.974 | Info | '/transaction/getNetworkType' | 
09:11:40.994 | Info | '/transaction/getNetworkType' | 
09:14:25.489 | Info | '/transaction/getNetworkType' | 
09:14:27.934 | Info | '/transaction/getCustomerType' | 
09:14:29.576 | Info | '/transaction/getNetworkType' | 
09:14:51.670 | Info | '/transaction/createNetworkType' | 
09:14:51.706 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:14:51.717 | Info | '/transaction/getNetworkType' | 
09:18:01.270 | Info | '/transaction/getNetworkType' | 
09:18:03.532 | Info | '/transaction/getCustomerType' | 
09:18:05.088 | Info | '/transaction/getNetworkType' | 
09:18:22.783 | Info | '/transaction/createNetworkType' | 
09:18:22.804 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:18:22.927 | Info | '/transaction/getNetworkType' | 
09:20:43.005 | Info | '/transaction/getNetworkType' | 
09:21:05.764 | Info | '/transaction/createNetworkType' | 
09:21:06.174 | Info | '/transaction/getNetworkType' | 
09:21:06.222 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:21:33.688 | Info | '/transaction/getNetworkType' | 
09:21:34.661 | Info | '/transaction/getCustomerType' | 
09:21:36.027 | Info | '/transaction/getNetworkType' | 
09:21:48.214 | Info | '/transaction/createNetworkType' | 
09:21:48.290 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:21:48.319 | Info | '/transaction/getNetworkType' | 
09:39:00.897 | Info | '/transaction/createNetworkType' | 
09:39:00.904 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:39:00.932 | Info | '/transaction/getNetworkType' | 
09:40:10.458 | Info | '/transaction/getNetworkType' | 
09:40:15.980 | Info | '/transaction/getCustomerType' | 
09:40:17.949 | Info | '/transaction/getNetworkType' | 
09:40:42.961 | Info | '/transaction/createNetworkType' | 
09:40:42.974 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:40:42.989 | Info | '/transaction/getNetworkType' | 
09:43:24.102 | Info | '/transaction/getNetworkType' | 
09:43:36.406 | Info | '/transaction/createNetworkType' | 
09:43:36.412 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:43:36.458 | Info | '/transaction/getNetworkType' | 
09:45:57.595 | Info | '/transaction/getNetworkType' | 
09:46:08.989 | Info | '/transaction/createNetworkType' | 
09:46:08.997 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:46:09.022 | Info | '/transaction/getNetworkType' | 
09:47:39.759 | Info | '/transaction/createNetworkType' | 
09:47:39.764 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:48:07.189 | Info | '/transaction/createNetworkType' | 
09:48:07.196 | Info | ({}) | 
09:49:03.583 | Info | '/transaction/createNetworkType' | 
09:50:22.641 | Info | '/transaction/getNetworkType' | 
09:50:38.319 | Info | '/transaction/createNetworkType' | 
09:50:38.330 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:50:38.341 | Info | '/transaction/getNetworkType' | 
09:51:03.777 | Info | '/transaction/getDeviceType' | 
09:51:06.350 | Info | '/transaction/getNetworkType' | 
09:51:28.673 | Info | '/transaction/createNetworkType' | 
09:51:28.681 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:51:28.712 | Info | '/transaction/getNetworkType' | 
09:54:17.569 | Info | '/transaction/getDeviceType' | 
09:54:18.868 | Info | '/transaction/getNetworkType' | 
09:54:21.026 | Info | '/transaction/getNetworkType' | 
09:54:31.335 | Info | '/transaction/createNetworkType' | 
09:54:31.346 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:54:31.372 | Info | '/transaction/getNetworkType' | 
09:55:11.197 | Info | '/transaction/getNetworkType' | 
09:55:18.247 | Info | '/transaction/getNetworkType' | 
09:55:29.201 | Info | '/transaction/createNetworkType' | 
09:55:29.214 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:55:29.233 | Info | '/transaction/getNetworkType' | 
09:56:08.269 | Info | '/transaction/createNetworkType' | 
09:56:22.278 | Info | '/transaction/getNetworkType' | 
09:56:39.411 | Info | '/transaction/createNetworkType' | 
09:56:39.417 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
09:56:39.466 | Info | '/transaction/getNetworkType' | 
10:00:02.371 | Info | '/transaction/getNetworkType' | 
10:00:05.022 | Info | '/transaction/getCustomerType' | 
10:00:06.458 | Info | '/transaction/getNetworkType' | 
10:00:13.771 | Info | '/transaction/getNetworkType' | 
10:00:33.138 | Info | '/transaction/createNetworkType' | 
10:00:33.148 | Info | ({'message':'Column \'name\' cannot be null','code':'ER_BAD_NULL_ERROR','errno':1048,'sqlState':'23000','sqlMessage':'Column \'name\' cannot be null'}) | 
10:00:33.171 | Info | '/transaction/getNetworkType' | 
10:05:54.853 | Info | '/transaction/getNetworkType' | 
10:05:56.072 | Info | '/transaction/getDeviceType' | 
10:05:57.204 | Info | '/transaction/getNetworkType' | 
10:06:04.275 | Info | '/transaction/getNetworkType' | 
10:06:27.327 | Info | '/transaction/createNetworkType' | 
10:06:27.358 | Info | '/transaction/getNetworkType' | 
10:41:56.696 | Info | '/transaction/createRolesType' | 
10:48:04.696 | Info | '/transaction/getRolesType' | 
11:02:12.507 | Info | '/transaction/getNetworkType' | 
11:07:50.369 | Info | '/transaction/getRolesType' | 
11:09:25.977 | Info | '/transaction/getRolesType' | 
11:11:34.034 | Info | '/transaction/getRolesType' | 
11:11:49.029 | Info | '/transaction/getRolesType' | 
11:12:24.212 | Info | '/transaction/getRolesType' | 
11:12:46.691 | Info | '/transaction/createRolesType' | 
11:12:46.786 | Info | '/transaction/getRolesType' | 
11:12:57.452 | Info | '/transaction/getRolesType' | 
11:13:29.203 | Info | '/transaction/createRolesType' | 
11:13:29.335 | Info | '/transaction/getRolesType' | 
11:14:28.533 | Info | '/transaction/getRolesType' | 
11:14:31.061 | Info | '/transaction/getNetworkType' | 
11:14:32.398 | Info | '/transaction/getRolesType' | 
11:14:44.185 | Info | '/transaction/createRolesType' | 
11:14:44.277 | Info | '/transaction/getRolesType' | 
11:14:53.762 | Info | '/transaction/getCustomerType' | 
11:15:06.255 | Info | '/transaction/createCustomerType' | 
11:15:06.289 | Info | '/transaction/getCustomerType' | 
11:15:09.076 | Info | '/transaction/getDeviceType' | 
11:15:24.221 | Info | '/transaction/createDeviceType' | 
11:15:24.304 | Info | '/transaction/getDeviceType' | 
11:15:27.833 | Info | '/transaction/getNetworkType' | 
11:15:37.551 | Info | '/transaction/createNetworkType' | 
11:15:37.635 | Info | '/transaction/getNetworkType' | 
23:08:08.403 | Info | '/api/user/login' | 
23:08:11.008 | Info | '/transaction/getCustomerType' | 
23:08:15.207 | Info | '/transaction/getDeviceType' | 
23:08:16.916 | Info | '/transaction/getNetworkType' | 
23:08:18.717 | Info | '/transaction/getRolesType' | 
23:12:33.441 | Info | '/transaction/getNetworkType' | 
23:12:39.995 | Info | '/transaction/getDeviceType' | 
23:18:31.273 | Info | '/transaction/getDeviceType' | 
23:18:33.374 | Info | '/transaction/getCustomerType' | 
23:18:47.457 | Info | '/transaction/getCustomerType' | 
23:19:37.236 | Info | '/transaction/getCustomerType' | 
23:20:36.797 | Info | '/transaction/getCustomerType' | 
23:20:42.609 | Info | '/transaction/getDeviceType' | 
23:20:44.145 | Info | '/transaction/getCustomerType' | 
23:20:59.381 | Info | '/transaction/getCustomerType' | 
23:22:26.760 | Info | '/transaction/getDeviceType' | 
23:22:28.221 | Info | '/transaction/getCustomerType' | 
23:22:33.109 | Info | '/transaction/getCustomerType' | 
23:22:39.658 | Info | '/transaction/getCustomerType' | 
23:50:09.933 | Info | '/transaction/getCustomerType' | 
23:50:12.325 | Info | '/transaction/getDeviceType' | 
23:50:13.845 | Info | '/transaction/getCustomerType' | 
23:50:38.639 | Info | '/transaction/getDeviceType' | 
23:50:48.028 | Info | '/transaction/getCustomerType' | 
23:53:19.947 | Info | '/transaction/getNetworkType' | 
23:53:21.426 | Info | '/transaction/getCustomerType' | 
23:55:29.982 | Info | '/transaction/getCustomerType' | 
23:55:51.939 | Info | '/transaction/getCustomerType' | 
